SubImage Number,Class Name,RelativeOriginX2Absolute,RelativeOriginY2Absolute,Ymin,Xmin,Ymax,Xmax,cX,cY,Conversion X,ConversionY
subImage_23,channel,3332,533,0.37989682,0.90588397,0.44845322,0.92984957,3529.147309,1022.222987,28.23317847,7.771026179
subImage_23,channel,3332,533,0.059498165,0.006636208,0.11921323,0.027766714,3374.533312,542.1683788,26.9962665,4.121610178
subImage_23,channel,3332,533,0.6825193,0.45285922,0.7536046,0.47270864,3673.79749,779.6638361,29.39037992,5.927070865
subImage_23,channel,3332,533,0.04789537,0.15252471,0.11430812,0.1751909,3370.60443,620.3362089,26.96483544,4.715848677
subImage_23,channel,3332,533,0.69809675,0.9041116,0.76754093,0.9255122,3680.821769,1020.594748,29.44657415,7.758648168
subImage_23,channel,3332,533,0.52301383,0.004187362,0.5990166,0.025438635,3599.043244,540.8953281,28.79234595,4.111932338
subImage_23,channel,3332,533,0.027611759,0.45704556,0.10849648,0.4807224,3364.393761,782.9151594,26.91515009,5.951787702
subImage_23,channel,3332,533,0.35589042,0.15465724,0.42369303,0.17436084,3517.540862,620.68332,28.1403269,4.718487445
subImage_23,channel,3332,533,0.36669835,0.005312935,0.4358658,0.02676124,3523.010266,541.5477676,28.18408213,4.116892238
subImage_23,channel,3332,533,0.52805984,0.3032848,0.6004901,0.32235438,3600.594884,699.7328389,28.80475907,5.319428619
subImage_23,channel,3332,533,0.20227367,0.15487818,0.26372662,0.17079063,3442.908069,619.7907383,27.54326455,4.711701964
subImage_23,channel,3332,533,0.8536332,0.003116792,0.914751,0.02280626,3752.875444,539.9084936,30.02300355,4.104430338
subImage_23,channel,3332,533,0.8290748,0.45359832,0.9001063,0.47852498,3743.545104,781.4108604,29.94836084,5.940351892
subImage_23,channel,3332,533,0.06476352,0.3054452,0.12558815,0.3259788,3377.303698,701.2744907,27.01842958,5.331148387
subImage_25,channel,3808,0,0.4433549,0.3979995,0.52446085,0.4256156,4038.34015,219.4934252,32.3067212,1.668607707
subImage_25,channel,3808,0,0.6091297,0.39734712,0.6863331,0.42413265,4116.320158,218.9243581,32.93056126,1.66428161
subImage_25,channel,3808,0,0.47219327,0.24630521,0.55068916,0.27584302,4051.446019,139.1525051,32.41156815,1.057849191
subImage_25,channel,3808,0,0.6344753,0.24875832,0.70620114,0.2710734,4127.08099,138.5351526,33.01664792,1.053156025
subImage_25,channel,3808,0,0.7949118,0.24337208,0.8668627,0.27251384,4203.502335,137.4835975,33.62801868,1.045162014
subImage_25,channel,3808,0,0.79999524,0.84648335,0.86935335,0.87362146,4205.304966,458.4079328,33.64243973,3.484856136
subImage_25,channel,3808,0,0.47965607,0.8496912,0.5558249,0.87237304,4054.444465,458.9301244,32.43555572,3.488825881
subImage_25,channel,3808,0,0.29136068,0.4004817,0.36426386,0.4224163,3964.03864,219.3023171,31.71230912,1.667154887
subImage_25,channel,3808,0,0.3080713,0.24927023,0.3848308,0.2733345,3972.910697,139.2741615,31.78328558,1.058774034
subImage_25,channel,3808,0,0.45457563,0.5491586,0.53029877,0.572014,4042.400107,298.7924839,32.33920085,2.271445903
subImage_25,channel,3808,0,0.15548834,0.6982881,0.22602174,0.7218243,3898.799399,378.459947,31.19039519,2.87708474
subImage_25,channel,3808,0,0.6440356,0.848895,0.7156768,0.8720483,4131.611542,458.6313979,33.05289234,3.486554936
subImage_25,channel,3808,0,0.46605486,0.097315356,0.52976507,0.1197947,4045.005142,57.85982905,32.36004114,0.439855347
subImage_25,channel,3808,0,0.16110878,0.84921384,0.2318274,0.87365973,3901.518808,459.145806,31.21215047,3.490465511
subImage_25,channel,3808,0,0.13020726,0.39827967,0.2035854,0.42497978,3887.442652,219.3986416,31.09954122,1.667887154
subImage_25,channel,3808,0,0.29942986,0.09882497,0.37388656,0.12102031,3968.249308,58.58876713,31.74599446,0.445396796
subImage_25,channel,3808,0,0.7869245,0.54568976,0.85278684,0.5683441,4198.251294,296.8900284,33.58601035,2.256983274
subImage_25,channel,3808,0,0.7688255,0.39795393,0.84145635,0.422331,4191.247074,218.6059346,33.52997659,1.661860928
subImage_25,channel,3808,0,0.004873839,0.24761091,0.0707803,0.27560744,3826.005685,139.4376899,30.60804548,1.060017191
subImage_25,channel,3808,0,0.47459516,0.6986622,0.53773695,0.71816516,4048.935043,377.5844969,32.39148034,2.870429495
subImage_25,channel,3808,0,0.31744936,0.851974,0.3832103,0.87553006,3974.757,460.3798359,31.798056,3.499846711
subImage_25,channel,3808,0,0.14483336,0.25117788,0.22163747,0.2711386,3895.220057,139.1973434,31.16176046,1.058190056
subImage_25,channel,3808,0,0.29105818,0.55008143,0.3701257,0.5703755,3965.361767,298.6017729,31.72289413,2.269996102
subImage_25,channel,3808,0,0.13886422,0.5516845,0.21226831,0.5722862,3891.569541,299.5381882,31.13255633,2.27711481
subImage_25,channel,3808,0,0.008921989,0.70016277,0.06434052,0.7226598,3825.436476,379.1822215,30.60349181,2.882575532
subImage_25,channel,3808,0,0.005439698,0.54998404,0.055242665,0.5733553,3822.442402,299.3699381,30.57953922,2.275835759
subImage_25,channel,3808,0,0.7759302,0.0978082,0.85178477,0.11970251,4195.396168,57.9666036,33.56316934,0.440667056
subImage_25,channel,3808,0,0.92647135,0.39479294,1,0.41867226,4266.500182,216.7884779,34.13200146,1.648044467
subImage_25,channel,3808,0,0.147586,0.10045472,0.20658882,0.120884776,3892.293608,58.98697515,31.13834886,0.448424007
subImage_25,channel,3808,0,0.7952243,0.69590306,0.8543485,0.7153742,4200.598324,376.105383,33.60478659,2.859185145
subImage_25,channel,3808,0,0.6130679,0.09729422,0.6878107,0.12087309,4117.609117,58.14158877,32.94087294,0.441997308
subImage_25,channel,3808,0,0.311614,0.69921446,0.38488367,0.7173284,3973.766448,377.5086796,31.79013158,2.869853124
subImage_25,channel,3808,0,0.9362439,0.09655487,1,0.121940315,4268.826046,58.22896619,34.15060837,0.442661559
subImage_25,channel,3808,0,0.6174446,0.5505724,0.695459,0.56771916,4120.471053,298.0246999,32.96376842,2.265609143
subImage_25,channel,3808,0,0.006014799,0.85137624,0.073561125,0.87757975,3826.93907,460.7667698,30.61551256,3.502788215
subImage_25,channel,3808,0,0.93968683,0.548954,1,0.56641847,4269.645467,297.2467656,34.15716373,2.259695221
subImage_26,channel,3808,533,0.80905765,0.7495023,0.87571853,0.7736649,4208.976732,938.9240569,33.67181386,7.137780624
subImage_26,channel,3808,533,0.8032468,0.294941,0.8704113,0.319353,4206.330621,696.7093569,33.65064497,5.296443852
subImage_26,channel,3808,533,0.49009177,0.29698908,0.5521395,0.3194504,4056.051047,697.2811245,32.44840838,5.300790477
subImage_26,channel,3808,533,0.31495297,0.44834286,0.38437164,0.47561592,3974.439257,779.2350144,31.79551405,5.923810926
subImage_26,channel,3808,533,0.15041089,0.4512687,0.2193268,0.47425473,3895.997569,779.6519941,31.16798055,5.926980842
subImage_26,channel,3808,533,0.33003905,0.29725757,0.39345905,0.32074377,3980.192549,697.6973576,31.84154039,5.303954717
subImage_26,channel,3808,533,0.6322305,0.44884545,0.7039645,0.47037524,4126.014408,777.9723128,33.00811526,5.914211761
subImage_26,channel,3808,533,0.16387677,0.6004301,0.22659221,0.62287724,3900.931618,859.0113985,31.20745295,6.530277791
subImage_26,channel,3808,533,0.79419035,0.4481886,0.8554285,0.4688383,4200.60929,777.3876708,33.60487432,5.909767263
subImage_26,channel,3808,533,0.65070474,0.89881766,0.7237589,0.92139107,4135.122341,1018.085626,33.08097873,7.739573613
subImage_26,channel,3808,533,0.17970918,0.90170926,0.23964931,0.9235069,3907.807321,1019.42011,31.26245857,7.749718476
subImage_26,channel,3808,533,0.47699326,0.14758389,0.5383457,0.16870657,4049.650672,617.2914057,32.39720537,4.692701825
subImage_26,channel,3808,533,0.48500094,0.750796,0.55167675,0.77524936,4054.72929,939.6910943,32.43783432,7.143611707
subImage_26,channel,3808,533,0.8021568,0.59967405,0.8679608,0.61737806,4205.487993,857.3443852,33.64390394,6.517605014
subImage_26,channel,3808,533,0.48126304,0.6002164,0.5536414,0.61962783,4054.307252,858.0884852,32.43445802,6.523261725
subImage_26,channel,3808,533,0.63841605,0.7491982,0.72253793,0.7762139,4131.907049,939.52232,33.05525639,7.142328671
subImage_26,channel,3808,533,0.31354007,0.14799751,0.3784912,0.16760784,3972.703441,617.1088277,31.78162753,4.691313851
subImage_26,channel,3808,533,0.16876882,0.7518724,0.23738396,0.7752039,3904.664363,939.965835,31.2373149,7.14570031
subImage_26,channel,3808,533,0.32713076,0.60107213,0.38843936,0.62304866,3978.305689,859.2281921,31.82644551,6.531925874
subImage_26,channel,3808,533,0.3361863,0.9012419,0.40364298,0.922421,3984.079367,1019.006157,31.87263493,7.746571565
subImage_26,channel,3808,533,0.47297147,0.4506082,0.54452187,0.47193924,4050.163414,778.85889,32.40130731,5.920951597
subImage_26,channel,3808,533,0.79936826,0.89959,0.874666,0.92017204,4206.420149,1017.966587,33.65136119,7.738668665
subImage_26,channel,3808,533,0.6355241,0.14599228,0.6953499,0.16570918,4124.748004,616.0684395,32.99798403,4.683404731
subImage_26,channel,3808,533,0.013021206,0.60056233,0.09265067,0.62388724,3833.149906,859.3158117,30.66519925,6.532591966
subImage_26,channel,3808,533,0.6384108,0.000230217,0.7179317,0.02024163,4130.809514,538.455747,33.04647611,4.093386435
subImage_26,channel,3808,533,0.014547435,0.75264645,0.08113757,0.7779342,3830.773031,940.8997405,30.64618424,7.152799939
subImage_26,channel,3808,533,0.3326993,0.75213224,0.3980896,0.7717751,3981.927755,939.1213124,31.85542204,7.139280176
subImage_26,channel,3808,533,0.15045258,0.14971533,0.21948563,0.17027725,3896.045294,618.2780244,31.16836235,4.700202184
subImage_26,channel,3808,533,0.49360567,0.89965075,0.5579222,0.92410016,4058.26363,1019.029618,32.46610904,7.746749922
subImage_26,channel,3808,533,0.009118163,0.4506078,0.0638328,0.47656453,3825.362329,780.0914267,30.60289863,5.930321446
subImage_26,channel,3808,533,0.47239977,0.001221251,0.55252457,0.019178499,4051.931992,538.4365332,32.41545594,4.09324037
subImage_26,channel,3808,533,0.7950982,0.14379051,0.8546704,0.16720381,4200.644925,615.8799882,33.6051594,4.681972108
subImage_26,channel,3808,533,0.16993308,0.29987717,0.22448568,0.31918326,3901.871665,697.9796038,31.21497332,5.306100376
subImage_26,channel,3808,533,0.017722938,0.9001935,0.09565676,0.9265636,3834.984368,1019.830776,30.67987495,7.752840391
subImage_26,channel,3808,533,0.012883683,0.29504296,0.06694896,0.32121494,3827.000168,697.2327319,30.61600135,5.300422593
subImage_26,channel,3808,533,0.005594323,0.14891148,0.0648097,0.1683735,3824.756158,617.5564449,30.59804926,4.694716675
subImage_26,channel,3808,533,0.6435805,0.5989664,0.7135576,0.614323,4130.998867,856.3416357,33.04799094,6.509982026
subImage_26,channel,3808,533,0.9569549,0.6009454,1,0.6178711,4273.755265,857.8146023,34.19004212,6.521179644
subImage_26,channel,3808,533,0.010268704,0,0.06369581,0.020841304,3825.603555,538.5542076,30.60482844,4.09413494
subImage_28,channel,4284,0,0.73687637,0.24093173,0.8201649,0.26742488,4654.575826,135.4770381,37.23660661,1.029907979
subImage_28,channel,4284,0,0.26302066,0.24372084,0.32934758,0.26959813,4424.983642,136.7995057,35.39986914,1.03996149
subImage_28,channel,4284,0,0.581932,0.24181215,0.6587285,0.27002412,4579.277196,136.4043674,36.63421757,1.036957615
subImage_28,channel,4284,0,0.5580891,0.39097568,0.6401863,0.41889355,4569.189542,215.8301497,36.55351634,1.640759175
subImage_28,channel,4284,0,0.42340502,0.24300112,0.49106258,0.26730555,4501.64329,135.9967279,36.01314632,1.033858705
subImage_28,channel,4284,0,0.104655445,0.6938381,0.17506835,0.7153939,4350.574263,375.5603334,34.8045941,2.855041631
subImage_28,channel,4284,0,0.26862162,0.8468699,0.34014034,0.8651613,4428.885348,456.256311,35.43108278,3.468499323
subImage_28,channel,4284,0,0.09689642,0.24757439,0.18489169,0.2696672,4351.065569,137.8448856,34.80852455,1.047908557
subImage_28,channel,4284,0,0.3997872,0.3928042,0.4733903,0.4179023,4491.816245,216.0532812,35.93452996,1.64245544
subImage_28,channel,4284,0,0.42711523,0.8444387,0.5079886,0.86527324,4506.554705,455.6382238,36.05243764,3.463800572
subImage_28,channel,4284,0,0.26855966,0.6913533,0.3362614,0.7158687,4427.947411,375.0246717,35.42357929,2.850969485
subImage_28,channel,4284,0,0.096649185,0.09251687,0.16634183,0.11793635,4346.591861,56.08578305,34.77273489,0.426368898
subImage_28,channel,4284,0,0.7357528,0.5402878,0.80841815,0.56821686,4651.512692,295.41649,37.21210154,2.24578131
subImage_28,channel,4284,0,0.08088122,0.39624646,0.16083586,0.4205126,4341.528666,217.6662868,34.73222933,1.654717645
subImage_28,channel,4284,0,0.7448094,0.6913637,0.8127146,0.71107745,4654.690704,373.7505649,37.23752563,2.841283617
subImage_28,channel,4284,0,0.5815308,0.69316775,0.6504556,0.7128047,4577.212764,374.6916502,36.61770211,2.848437828
subImage_28,channel,4284,0,0.10793896,0.8437713,0.18436317,0.8694076,4353.567907,456.5621697,34.82854326,3.470824487
subImage_28,channel,4284,0,0.091669396,0.5457267,0.17261678,0.5685417,4346.90011,296.9525345,34.77520088,2.257458451
subImage_28,channel,4284,0,0.43000013,0.69471574,0.49621552,0.7123305,4504.439324,374.9778279,36.0355146,2.850613374
subImage_28,channel,4284,0,0.24700053,0.54196966,0.32539505,0.568104,4420.230148,295.8346372,35.36184118,2.248960101
subImage_28,channel,4284,0,0.8737574,0.091259465,0.95766795,0.11530021,4719.879238,55.04815284,37.7590339,0.418480745
subImage_28,channel,4284,0,0.73937356,0.09062197,0.80741954,0.11263094,4652.136759,54.16690093,37.21709407,0.411781393
subImage_28,channel,4284,0,0.25015146,0.09352288,0.32766962,0.12014733,4421.521416,56.94311071,35.37217133,0.432886376
subImage_28,channel,4284,0,0.5748439,0.5436942,0.64148176,0.5629824,4573.485502,294.9293082,36.58788402,2.242077712
subImage_28,channel,4284,0,0.8699392,0.39209697,0.93865824,0.40997538,4714.446192,213.7522803,37.71556954,1.624963034
subImage_28,channel,4284,0,0.7485337,0.8469835,0.8207958,0.8662307,4657.500421,456.5715893,37.26000337,3.470896096
subImage_28,channel,4284,0,0.8994484,0.6904613,0.9678582,0.7115475,4728.418968,373.6353377,37.82735175,2.84040765
subImage_29,channel,4284,533,0.28736293,0.8960339,0.3544014,0.9196645,4436.739914,1016.88362,35.49391931,7.730435858
subImage_29,channel,4284,533,0.12307633,0.89770585,0.1942997,0.919923,4359.535494,1017.398091,34.87628395,7.734346915
subImage_29,channel,4284,533,0.76569015,0.89406776,0.8397018,0.9152529,4666.083277,1015.183963,37.32866621,7.717514926
subImage_29,channel,4284,533,0.45062083,0.8956366,0.51261425,0.918812,4513.249949,1016.550551,36.10599959,7.727903838
subImage_29,channel,4284,533,0.42050928,0.4453476,0.49159247,0.4671139,4501.080215,776.1709949,36.00864172,5.900517989
subImage_29,channel,4284,533,0.5846307,0.1408328,0.6498346,0.16448362,4577.802742,614.3668255,36.62242193,4.670468917
subImage_29,channel,4284,533,0.6059779,0.745146,0.67487276,0.7678214,4588.842454,936.2057983,36.71073964,7.11711619
subImage_29,channel,4284,533,0.123928316,0.74861056,0.19190955,0.77146727,4359.169412,938.1007403,34.8733553,7.1315217
subImage_29,channel,4284,533,0.26260316,0.44331357,0.33843797,0.47080654,4427.047791,776.6130088,35.41638233,5.903878216
subImage_29,channel,4284,533,0.106439106,0.4456563,0.17514782,0.468089,4351.017688,776.5131261,34.8081415,5.9031189
subImage_29,channel,4284,533,0.11825982,0.5979569,0.18170558,0.61551017,4355.391764,856.3889719,34.84313411,6.51034188
subImage_29,channel,4284,533,0.58425486,0.4438863,0.6544355,0.4656243,4578.80831,775.3845782,36.63046648,5.894539583
subImage_29,channel,4284,533,0.7658927,0.74300504,0.82809144,0.765853,4663.368222,935.1106637,37.30694578,7.108790884
subImage_29,channel,4284,533,0.44966397,0.744942,0.5120227,0.76891625,4512.881421,936.443226,36.10305136,7.118921136
subImage_29,channel,4284,533,0.4376284,0.5948343,0.50769603,0.6142296,4508.987212,855.2155419,36.0718977,6.501421366
subImage_29,channel,4284,533,0.75203836,0.1405626,0.81449795,0.16014303,4656.835641,613.1380495,37.25468513,4.661127657
subImage_29,channel,4284,533,0.8957686,0.4416888,0.96745497,0.4639837,4727.447206,774.3617267,37.81957764,5.886763778
subImage_29,channel,4284,533,0.6007203,0.29217935,0.65912735,0.31141973,4583.843739,693.8591526,36.67074991,5.274776355
subImage_29,channel,4284,533,0.90707093,0.7419432,0.99105674,0.7686314,4735.754387,935.5681254,37.88603509,7.112268546
subImage_29,channel,4284,533,0.6098457,0.89426756,0.6750799,0.9196541,4589.812288,1016.410114,36.7184983,7.726836231
subImage_29,channel,4284,533,0.5991142,0.59458977,0.6641792,0.6121894,4584.663826,854.606652,36.67731061,6.496792533
subImage_29,channel,4284,533,0.41982052,0.14205408,0.4899741,0.16197595,4500.531122,614.0240033,36.00424897,4.667862753
subImage_29,channel,4284,533,0.28192717,0.29532942,0.34266788,0.31404474,4432.653621,695.3982151,35.46122897,5.28647644
subImage_29,channel,4284,533,0.09974835,0.14412683,0.17131633,0.16317476,4348.513393,614.8958753,34.78810714,4.674490798
subImage_29,channel,4284,533,0.27720207,0.5949597,0.34135446,0.61237115,4431.216454,854.7536643,35.44973163,6.497910133
subImage_29,channel,4284,533,0.7644687,0.2916567,0.8227412,0.3115355,4661.755966,693.750724,37.29404773,5.273952072
subImage_29,channel,4284,533,0.9225114,0.89489305,0.9950232,0.9150796,4740.373232,1015.35771,37.92298586,7.718835759
subImage_29,channel,4284,533,0.28124648,0.74611574,0.35217682,0.77405137,4434.754745,938.1245354,35.47803796,7.131702593
subImage_29,channel,4284,533,0.003562096,0.8979828,0.038720157,0.9189345,4294.063176,1017.208461,34.35250541,7.732905325
subImage_31,channel,4760,0,0.69198847,0.23455995,0.76494324,0.25831607,5106.749747,131.3514601,40.85399798,0.998544984
subImage_31,channel,4760,0,0.5387716,0.8390927,0.61915666,0.86313057,5035.586933,453.6424938,40.28469546,3.448628863
subImage_31,channel,4760,0,0.7053735,0.83415484,0.7775639,0.8608957,5112.939114,451.7309683,40.90351291,3.434097283
subImage_31,channel,4760,0,0.8516359,0.6861261,0.91830516,0.70879096,5181.245966,371.7453994,41.44996772,2.826040178
subImage_31,channel,4760,0,0.52258873,0.68877125,0.60034275,0.7063496,5027.257692,371.799709,40.21806154,2.826453044
subImage_31,channel,4760,0,0.21499746,0.6872163,0.28003308,0.7119646,4877.817268,372.881707,39.02253814,2.834678485
subImage_31,channel,4760,0,0.19626695,0.39106125,0.26435304,0.41535303,4869.627557,214.9094047,38.95702045,1.633759592
subImage_31,channel,4760,0,0.52824783,0.08737043,0.5946348,0.11344331,5027.24606,53.51686184,40.21796848,0.40683974
subImage_31,channel,4760,0,0.21508953,0.24097729,0.28298157,0.26068574,4878.540923,133.6931973,39.02832738,1.016347069
subImage_31,channel,4760,0,0.845383,0.23593615,0.9245917,0.26001745,5181.253981,132.1716356,41.45003185,1.004780028
subImage_31,channel,4760,0,0.6766763,0.53479755,0.76143926,0.55810994,5102.271498,291.2598456,40.81817198,2.214182145
subImage_31,channel,4760,0,0.3825288,0.8378093,0.4551291,0.86395234,4959.36258,453.5194832,39.67490064,3.447693725
subImage_31,channel,4760,0,0.36598513,0.6871563,0.4463876,0.70782393,4953.344706,371.7622371,39.62675765,2.82616818
subImage_31,channel,4760,0,0.22100195,0.8380068,0.29823822,0.8645072,4883.579161,453.7199791,39.06863329,3.449217912
subImage_31,channel,4760,0,0.8485228,0.83614784,0.9280125,0.86079276,5182.815395,452.2346701,41.46252316,3.437926467
subImage_31,channel,4760,0,0.6634336,0.38529092,0.7506661,0.41096133,5096.555727,212.2012248,40.77244582,1.613171778
subImage_31,channel,4760,0,0.3613964,0.5379618,0.44440582,0.56469834,4951.78093,293.8589219,39.61424744,2.233940544
subImage_31,channel,4760,0,0.075884625,0.8425866,0.13437048,0.86346084,4810.040714,454.6616363,38.48032571,3.456376471
subImage_31,channel,4760,0,0.035265006,0.39069593,0.111657664,0.41841006,4794.967596,215.626747,38.35974076,1.63921289
subImage_31,channel,4760,0,0.20059007,0.087849244,0.27801472,0.11717047,4873.907941,54.63775337,38.99126353,0.415360853
subImage_31,channel,4760,0,0.35843244,0.08990024,0.42852315,0.11024604,4947.295432,53.33898368,39.57836345,0.405487495
subImage_31,channel,4760,0,0.055762038,0.6914635,0.1307279,0.71055263,4804.384606,373.6372915,38.43507685,2.840422503
subImage_31,channel,4760,0,0.042008016,0.54068494,0.12725729,0.56653214,4800.285142,295.0733501,38.40228114,2.243172731
subImage_31,channel,4760,0,0.8586849,0.9844868,0.9253609,0.99917877,5184.602904,528.6468785,41.47682323,4.018818581
subImage_32,channel,4760,533,0.52641803,0.43767202,0.6055745,0.4613438,5029.414219,772.5877144,40.23531376,5.873277586
subImage_32,channel,4760,533,0.5550373,0.7377237,0.6198246,0.76361257,5039.617134,933.1061177,40.31693707,7.093552155
subImage_32,channel,4760,533,0.69407266,0.4371346,0.76511896,0.46115208,5107.287606,772.3933977,40.85830085,5.871800373
subImage_32,channel,4760,533,0.85286695,0.43495297,0.92356294,0.46207327,5182.790314,772.0574932,41.46232251,5.869246799
subImage_32,channel,4760,533,0.55643237,0.8887464,0.6264469,0.9127528,5041.525266,1013.099534,40.33220213,7.701668913
subImage_32,channel,4760,533,0.54839146,0.58936423,0.61939627,0.60966873,5037.93348,852.5422845,40.30346784,6.481099035
subImage_32,channel,4760,533,0.08468109,0.8922606,0.14744306,0.91452605,4815.245548,1014.508644,38.52196438,7.71238109
subImage_32,channel,4760,533,0.3956289,0.73948747,0.4675431,0.76316434,4965.434935,933.4567075,39.72347948,7.096217368
subImage_32,channel,4760,533,0.39437178,0.89148766,0.4684189,0.91289645,4965.34418,1013.868366,39.72275344,7.707513642
subImage_32,channel,4760,533,0.3789949,0.13816035,0.43859097,0.15877746,4954.585441,612.1339259,39.63668353,4.653494224
subImage_32,channel,4760,533,0.21311371,0.4395059,0.2810795,0.4657644,4877.617984,774.2545372,39.02094387,5.885948914
subImage_32,channel,4760,533,0.23661742,0.74115115,0.3041579,0.7651926,4888.704528,934.4406179,39.10963623,7.103697139
subImage_32,channel,4760,533,0.23497458,0.58956194,0.29853028,0.61338127,4886.974156,853.5843644,39.09579325,6.489021015
subImage_32,channel,4760,533,0.23437297,0.89147675,0.30331066,0.91453105,4887.968705,1014.301079,39.10374964,7.710803166
subImage_32,channel,4760,533,0.53369725,0.13584797,0.6041755,0.1573083,5030.813716,611.1261449,40.24650973,4.645832987
subImage_32,channel,4760,533,0.23169984,0.28836402,0.2907301,0.3083506,4884.338323,692.0244451,39.07470658,5.260828753
subImage_32,channel,4760,533,0.07975289,0.5900808,0.13760257,0.613776,4811.730599,853.8278441,38.4938448,6.490871968
subImage_32,channel,4760,533,0.70484596,0.28474453,0.7793538,0.30740052,5113.239543,690.8066573,40.90591635,5.251571026
subImage_32,channel,4760,533,0.84984803,0.13396557,0.91832584,0.15484326,5180.825382,609.9675512,41.44660306,4.637025259
subImage_32,channel,4760,533,0.07605373,0.28672442,0.13516264,0.31116527,4810.269496,692.3376028,38.48215596,5.263209404
subImage_32,channel,4760,533,0.7132089,0.58642936,0.77551824,0.60809505,5114.317062,851.3407546,40.9145365,6.471964902
subImage_32,channel,4760,533,0.37730268,0.43712595,0.44869885,0.46342957,4956.588363,772.9980464,39.6527069,5.876396964
subImage_32,channel,4760,533,0.053882424,0.43878007,0.13017112,0.46471873,4803.804743,773.7824298,38.43043795,5.882359914
subImage_32,channel,4760,533,0.3941156,0.28840646,0.45288625,0.3054586,4961.58644,691.2650403,39.69269152,5.255055693
subImage_32,channel,4760,533,0.39220428,0.59100676,0.44914725,0.60964376,4960.241666,852.9733618,39.68193333,6.484376121
subImage_32,channel,4760,533,0.55132836,0.28696504,0.6192897,0.30608618,5038.607098,691.0481514,40.30885678,5.253406885
subImage_32,channel,4760,533,0.07708724,0.74200624,0.14662942,0.76309615,4813.244565,934.1097885,38.50595652,7.101182146
subImage_32,channel,4760,533,0.7188913,0.88835114,0.7846751,0.91065526,5117.848814,1012.435206,40.94279051,7.69661864
subImage_32,channel,4760,533,0.85988355,0.2865612,0.9230718,0.3043529,5184.343373,690.4786078,41.47474698,5.249077166
subImage_32,channel,4760,533,0.20706393,0.13726452,0.28102767,0.15804817,4876.165801,611.7008313,39.00932641,4.650201802
subImage_32,channel,4760,533,0.72210467,0.73879516,0.791809,0.7618123,5120.311458,932.9118962,40.96249167,7.092075666
subImage_32,channel,4760,533,0.8658471,0.735245,0.93783784,0.7606188,5189.277018,931.6477014,41.51421614,7.08246515
subImage_34,channel,5236,0,0.7941527,0.07949331,0.8712142,0.10689044,5632.357319,49.67126846,45.05885855,0.377605212
subImage_34,channel,5236,0,0.49513677,0.83208543,0.56854886,0.85822314,5489.157179,450.4672341,43.91325743,3.424490268
subImage_34,channel,5236,0,0.14605714,0.08210719,0.22610016,0.1096833,5324.573439,51.11216396,42.59658751,0.388559022
subImage_34,channel,5236,0,0.14687832,0.38484976,0.21176656,0.41233075,5321.35748,212.4486042,42.57085984,1.615052378
subImage_34,channel,5236,0,0.46537492,0.07996501,0.550328,0.10735369,5477.737298,49.9204329,43.82189838,0.379499381
subImage_34,channel,5236,0,0.7990421,0.67834365,0.8718803,0.7003408,5633.679531,367.4194089,45.06943625,2.79315363
subImage_34,channel,5236,0,0.16881135,0.23105669,0.2364945,0.25826097,5332.462792,130.4031552,42.65970233,0.991335889
subImage_34,channel,5236,0,0.15241283,0.5308493,0.2300623,0.56197065,5327.029083,291.2365111,42.61623266,2.214004754
subImage_34,channel,5236,0,0.3027941,0.38201118,0.37406018,0.40615946,5397.091319,210.0474744,43.17673055,1.596798785
subImage_34,channel,5236,0,0.6553562,0.82918346,0.72715896,0.8566938,5565.038616,449.2862907,44.52030893,3.415512636
subImage_34,channel,5236,0,0.6376813,0.23041376,0.71919435,0.25309658,5558.936407,128.855507,44.47149125,0.979570535
subImage_34,channel,5236,0,0.46246135,0.38120806,0.5396681,0.40732244,5474.506806,210.1433779,43.79605445,1.597527851
subImage_34,channel,5236,0,0.17195061,0.8317957,0.24952635,0.8586453,5336.311517,450.5025298,42.69049213,3.424758589
subImage_34,channel,5236,0,0.47930884,0.22959311,0.55744267,0.25733617,5482.746859,129.7666538,43.86197487,0.986497151
subImage_34,channel,5236,0,0.34072793,0.83075583,0.40380475,0.85919803,5413.198777,450.3727047,43.30559021,3.423771647
subImage_34,channel,5236,0,0.79641217,0.5306617,0.8646326,0.5545665,5631.328657,289.2133166,45.05062925,2.198624257
subImage_34,channel,5236,0,0.6474366,0.6807609,0.7059419,0.7000824,5558.104091,367.9947505,44.46483273,2.797527425
subImage_34,channel,5236,0,0.8127966,0.83042645,0.88486004,0.8569286,5640.042278,449.6801186,45.12033823,3.418506549
subImage_34,channel,5236,0,0.31796092,0.23282962,0.39090374,0.25787345,5404.709789,130.7723658,43.23767831,0.994142659
subImage_34,channel,5236,0,0.15552811,0.68407935,0.23397924,0.7039427,5328.70275,369.9078804,42.629622,2.812071202
subImage_34,channel,5236,0,0.48573753,0.6810655,0.5552464,0.7015084,5483.754179,368.455945,43.87003343,2.801033466
subImage_34,channel,5236,0,0.17145641,0.98075503,0.24515992,0.99900424,5335.154688,527.605847,42.6812375,4.010904571
subImage_34,channel,5236,0,0.6397111,0.07924268,0.7112204,0.11022014,5557.521689,50.49184105,44.46017351,0.383843275
subImage_34,channel,5236,0,0.6310218,0.53202975,0.7156213,0.55265903,5556.501055,289.0695606,44.45200844,2.197531412
